,obj,nits
0,0.6931471805599453,0.7922857829038534
1,0.7631810113879312,2.1866340099328796
2,0.729044879376658,1.6609901827504987
3,0.6942448868150423,0.8468887166704284
4,0.7460280147941518,1.9329362634459035
5,0.6882015878198088,0.5928204835844426
6,0.6876453216764977,0.5628055144587999
7,0.7228463960026463,1.5350592508075263
8,0.6899372083150832,0.5575649922972002
9,0.697803586191371,0.9347286323830848
10,0.7320008606876315,1.725056760362354
11,0.7016474886028129,1.001572576222013
12,0.6932334647238985,0.715860490643783
13,0.7158681077655454,1.400637085834614
14,0.6977050681250897,0.9197957064131995
15,0.7373466670636409,1.802591409683408
16,0.6907385919547455,0.7254409870221579
17,0.7011000035734224,1.0540360983741586
18,0.6933841252835441,0.7873448166536435
19,0.7012972932091582,1.047597841189211
20,0.6999177529848457,0.9586646011356763
21,0.7050654764339283,1.101459570742571
22,0.6950667831773388,0.8513330221641959
23,0.7258087461842236,1.5957377751409523
24,0.6948595750050308,0.836829092885812
25,0.7278910365580471,1.607722403310143
26,0.742728354229319,1.8915989163008924
27,0.6878422362897578,0.4886644674534714
28,0.77044530669618,2.260909424807604
29,0.6925933714362538,0.7865977272490527
30,0.7041078127064334,1.1366728915276536
31,0.729076655291955,1.6459075722900998
32,0.6942816739935032,0.8580019674745796
33,0.7695778165575615,2.2346964272511474
34,0.706524029584199,1.2147901909702064
35,0.7014952778258048,1.0555315172368085
36,0.7462456812003402,1.9436378281351194
37,0.6909621605101297,0.698406603101214
38,0.7173322998020477,1.437061758463028
39,0.7231016764629526,1.5444586904994
40,0.7224252573534133,1.5226410783452853
41,0.7063515751463283,1.1362658770779908
42,0.6907989903062619,0.6346035058204769
43,0.7012743211512151,0.9696821963442016
44,0.7104161256883901,1.2575546740860317
45,0.693149310917312,0.8128588653059761
46,172.83759153707746,104.0161311826351
47,0.7138461810929116,1.361917366550195
48,0.6951121448040121,0.8903200798238844
49,0.7018542108592716,1.0880223695885163
50,0.6986622720424482,0.9371639102778062
51,0.7190527568032766,1.4781111377667269
52,0.7127088658832071,1.293990796056957
53,0.778282763280985,2.376939508204073
54,0.6948970227029577,0.7866185362231463
55,0.7367926237711465,1.7812674515088045
56,0.7051194176500953,1.094882867839962
57,0.7340044503001257,1.7521056365296577
58,0.7018428691490639,1.0388641359493587
59,0.7145722849257659,1.3659301112304867
60,0.7116741537362925,1.3138885120569304
